id,text
236159,Cash-Based Emergency Food Assistance to shock-affected families in Dolayna District of Ghor Province
236196,"Sudan/CE: Agriculture and Food Security, Complementary Services, Multipurpose Cash Assistance, Nutrition, Humanitarian Studies, Analysis, or Applications  (USAID/BHA)"
236199,"Syria/CE: Food Assistance, Multipurpose Cash Assistance	(USAID/BHA)"
236202,"Syria/CE: Food Assistance, Multipurpose Cash Assistance	(USAID/BHA)"
236203,"Syria/CE:	Humanitarian Coordination, Info Management & Assessments, Food Assistance, Water, Sanitation and Hygiene, Shelter and Settlements, Economic Recovery and Market Systems, Multipurpose Cash Assistance, Nutrition	(USAID/BHA)"
236206,"Syria/CE:	 Humanitarian Coordination, Info Management & Assessments, Water, Sanitation and Hygiene, Shelter and Settlements, Multipurpose Cash Assistance		(USAID/BHA)"
236208,"Syria/CE:	 Food Assistance, Economic Recovery and Market Systems, Multipurpose Cash Assistance, Nutrition	(USAID/BHA)"
236209,"Syria/CE:	 Food Assistance, Shelter and Settlements, Economic Recovery and Market Systems, Multipurpose Cash Assistance, Agriculture	(USAID/BHA)"
236254,"West Bank Gaza/CE: Multipurpose Cash Assistance (USAID/BHA) Immediate support for farmers, herders and fishers so that they can avail of productive/fishing cycles to restore their productive capacities and avoid the loss of the seasonal production cycles. Immediate support for farmers, herders and fishers so that they can avail of productive/fishing cycles to restore their productive capacities and avoid the loss of the seasonal production cycles."
236258,"Agriculture support and cash labeled for agricultural inputs support to conflict-affected communities in Tigray Region, Ethiopia."
236261,"Rehabilitation of Water Intake Pumping Station and Lifting Station in Irrigation Secor 7 in Deir Ezzor Restoring livelihoods of crisis affected population in Syria through light rehabilitation of irrigation infrastructure at community level The United Nations (UN) estimates that the number of crisis-affected people in need of humanitarian assistance in Syria is 14.2 million, of which 6 million are in acute need. The above figure of people in need includes 6.7 million protracted internally displaced persons (IDPs); estimated 320,000 spontaneous IDPs return; 75,000 refugees return; 438,000 Palestine refugees and the rest overburdened host communities.  

More than 75% of the number of people in need of humanitarian assistance are accessible from within Syria. Overall, 12.4 million of people are estimated to be food insecure (including 1.27 million severely food insecure) and 1.9 million people at risk of food insecurity. 

In this context, FAO has designed a project to assist 120,000 vulnerable crisis-affected food insecure farming households (equivalent to 750,000 people) in Syria. About 15% of the targeted householders will be selected from those who receive food support to help them shift from depending on food assistance to producing their own food and enhancing their self-sufficiency. The objective of the proposed action is to protect and enhance the livelihoods of vulnerable farmers and IDPs through the restoration of critical irrigation infrastructures to increase household food production and security. The project outputs include:

•	Output 1: Local small-scale irrigation infrastructures in the targeted governorates are assessed and light rehabilitation undertaken. 
•	Output 2: Capacity of technical staff and relevant stakeholders strengthened.

A training programme on enhancing irrigation management, water use efficiency in small-scale irrigation, agricultural land management will be based on FAO standards and approaches. It is expected that stakeholders and farmers (water user association) will join this training. 

This project is expected to contribute to increasing access to irrigation water for crisis-affected farmers and their families in the targeted areas through the light rehabilitation of local small scale irrigation infrastructure. Cultivation and other agricultural practices, including livestock and animal feed production, will consequently benefit from the water supply plans as an emergency response to crisis. The proposed intervention will strengthen household food production capacities and knowledge and address immediate food security and nutrition needs through increasing local availability and supply of food.  This may in turn promote flourishing of agricultural based livelihoods in the rural community, which would contribute to social cohesion, peace and stability. The project seeks to utilize intensive labour in order to maximize community participation and inject cash into the local community.  
FAO as part of the CWG will discuss at project level with the group to identify the rate, modality, etc. of the cash intervention to be in line with the CWG and to achieve the purpose of the intervention"
236282,"Provide Site Management, ESNFI and Cash for Rent Support to IDPs in Tigray Region"
236283,"Provide Site Management, ESNFI and Cash for Rent Support to IDPs in Tigray Region"
236307,"Contribution to various operations based on Agreement QZA-18/0302 Addendum 1/2021. Protection and Assistance for Refugees, Returnees and Asylum Seekers in South Sudan As of January 2021, there are more than 314,000 refugees from neighbouring countries sheltering in South Sudan. Despite enormous socio-economic, security and political challenges, as well as the COVID-19 pandemic, South Sudan has maintained its open-door policy for people seeking international protection, the majority of whom are women and children, including from Sudan, Democratic Republic of Congo and Central African Republic.

At the same time, against a backdrop of fragile peace and cautious optimism for long-term stability, some 357,500 South Sudanese refugees have spontaneously returned to the country since November 2017, 122,000 of those in 2020 alone. While UNHCR is not promoting or facilitating return to South Sudan at this stage, the increase in numbers warrants a scaling-up of support following an area-based approach, including strengthening linkages with development actors, to help returnees and the communities they settle in live in safety and dignity, with greater security and services.

Refugees largely reside in conﬂict-affected regions, challenged by an unpredictable security environment as well as at times fragile relations with host communities. Displaced communities will continue to rely on life-saving humanitarian assistance provided by UNHCR and its partners as a result of enduring economic hardship, weak rule of law, limited development support and a lack of social services and infrastructure in refugee-hosting areas as well as in areas of origin. A reduction of basic assistance, especially during a global pandemic, will immediately lead to the deterioration of the humanitarian situation to emergency levels, due to the absence of a safety net, including social services, community support networks and limited access to livelihoods in displacements sites hosting refugees and South Sudanese refugee returnees.

Under the refugee response, all refugees and asylum seekers registered with UNHCR will beneﬁt from various forms of protection interventions, including individual registration and documentation, and multi-sector assistance. Speciﬁc protection services, such as SGBV response and child protection will focus on the identiﬁed at-risk groups. While water, health, nutrition and education services will continue to maintain indicators within global standards for refugees living in camps, provision of other assistance, including shelter, non-food items and livelihoods support, will be undertaken in a targeted manner, focusing on persons with speciﬁc protection needs and vulnerabilities. This will primarily be achieved through participatory assessments, surveys as well as veriﬁcation exercise to identify vulnerable refugees and their needs. Impact monitoring will be used to gauge the eﬃciency of projects implemented and for the purposes of course-correction in terms of better targeting of assistance. The needs of persons with disabilities and the elderly will be further mainstreamed in various multi-sector response services. Vulnerable refugees in urban settings will also continue to beneﬁt from targeted protection interventions and facilitation of their access to national services."
236423,"Immediate shelter solutions to the conflict-affected people in North Gaza Strip Provide alternative shelter for families whose homes were totally or severely damaged and rendered uninhabitable through Temporary Shelter Cash Assistance (TSCA). (For six month support.) Activity1: Assess the IDPs housed in DES or hosted by their families against eligibility criteria, finalise list and obtain approval
Activity 2: Obtain valid lease agreements from the target beneficiaries, or evidence that they are being hosted by their extended families - to be verified by social workers.
Activity 3: Send verified beneficiaries list to the bank, transfer rent (approx $200 - $250/ month x 6 months depending on family size) and a one-time US$500 integration fee to 500 families.
Activity 4: Map all beneficiaries on Power BI for easy monitoring and information sharing.
Activity 5: Social workers to conduct spot visits to ensure families are using the rented premises, refer their needs to other actors as necessary, and assess their satisfaction with the intervention."
236435,Emergency food security and livelihoods support to the most vulnerable households affected by the May 2021 hostilities in the Gaza strip Provision of cash assistance to Palestine refugee/non refugee families Provision of cash assistance to Palestine refugee/non refugee families to cover their basic food needs and restore their coping capacities.
236485,Core Funding Support to the Cash Learning Partnership (CaLP) (QZA-21/0227)
236611,""""""""" 1. Evidence and Research
2. Technical assistance on Social Protection policies """""""" Brazil: United Nations Children's Fund (UNICEF) - Integration Regional Integration requirements for Refugee and Migrant Response Plan for Venezuela"
236698,"SOMALIA - Combating the locust plague (2021 portion) Saving Lives and Livelihoods in Rural Somalia  Somalia faced a growing number of threats to its food security in 2020, starting with the ongoing Desert Locust crisis, followed by COVID-19 first reported in March, severe flooding between April and September and poor rains forecast for the Deyr 2020 season. Based on latest projections, 2.1 million Somalis are in IPC Phases 3 and above through December 2020. Humanitarian needs could increase further in 2021 due to the influence of the La Nina developing, which tends to trigger dry conditions in Somalia. If the forecast below-average Deyr rains (Oct-Dec 2020) is followed by below-average or delayed 2021 Gu rains (Apr-Jun), this could lead to a rapid and substantial worsening of the humanitarian situation. 

Rural populations are at a high risk of further deteriorating food security, given the direct and indirect impacts of these threats on rural livelihoods, related assets, food production and income. FAO’s proposal responds both to the lifesaving and life-sustaining needs of rural populations in IPC Phases 3 and above, against a Population in Need (PiN) of 3.1 million people prioritized for Food Security Cluster (FSC) assistance under the 2021 HRP. FAO’s planned activities will directly support 103,850 households in IPC 3-4 under both FSC Strategic Objectives (SOs), while further delivering support to protect food security in Somalia at a wider scale through countrywide animal health campaigns, among other activities. 

Under SO1, to improve access to food, FAO will deliver lifesaving cash assistance to 76,300 rural households, including IDPs, in the form of Cash+, UCT and CFW activities delivered through FAO’s e-Platform for Mobile Money and Livelihood Assistance. All cash-based programmes include trainings on good nutrition practices, covering infancy to old age.

Under SO2, to protect livelihoods, FAO will provide in-kind and technical support to anticipate, mitigate and respond to food security threats across Somalia’s rural livelihood zones, including the delivery of integrated cash and livelihood support to 53,500 households targeted for Cash+ interventions under SO1 (while supporting an additional 7,550 households with agricultural inputs only). FAO’s planned Cash+ activities combine cash transfers with tailored livelihood support packages to assist rural families out of hunger sooner. Alongside cash transfers, the assistance packages will protect and restore the livelihoods of households in IPC Phases 3-4 by providing: (i) farmers with quality inputs to produce a nutritious variety of food crop (cereal, pulse and vegetable seeds, storage bags, fertilizer and irrigation/tractor services, where appropriate; (ii) pastoralists with nutrient-rich feed blocks and deworming to improve livestock productivity especially milk supply; and (iii) coastal communities with a variety of basic fishing gear and processing equipment to improve catch and consumption.  

Also under SO2, in anticipation of drought conditions in early 2021, FAO will also strategically position water bladder tanks and provide nutritive animal feed blocks to protect the small milking animals of up to 20,000 pastoral households impacted by scarce pasture from dry conditions and/or locust damage. Countrywide livestock vaccination and supportive treatment campaigns will further protect livestock assets belonging to at least 2.2 million men, women and children. Preparedness for animal health emergencies will be enhanced through strategic stocking of vaccines and related supplies (PPR), and training to local partners in Livestock Emergency Guidelines and Standards (LEGS), antimicrobial resistance, disease surveillance and reporting, among others."
236816,"Aide d’urgence multifonctionnelle à travers une assistance monétaire aux personnes déplacées et affectées par le conflit dans la ville  de Mekelle, région du Tigray, Ethiopie"
236828,"Cash transfer programme to meet the food and basic assistance needs of Syrian refugees in Lebanon
(2021 portion of EUR 30 mio)"
236875,"COVID-19, flooding	Funding to WFP will support essential humanitarian operations including cash and food assistance to crisis-affected communities"
236923,"Venezuela support    [OCT 8633];[720BHA21IO00078] Fortalecer a nivel operativo y estratégico la coordinación humanitaria y abogacía en Venezuela En 2021, OCHA en Venezuela continuará reforzando las estructuras de coordinación (Equipo Humanitario de País –EHP-, Grupo Inter cluster, cuatro centros de coordinación de terreno y grupos de trabajo temáticos, incluyendo CASH, gestión de la información –GTMI-, Comunicación Humanitaria, rendición de cuentas ante las poblaciones afectadas –AAP- y la red de puntos focales de protección contra la explotación y abusos sexuales -PEAS). Para la implementación del Ciclo de Programa Humanitario 2021 (HPC), OCHA apoyará las evaluaciones y el monitoreo de las necesidades en el terreno; facilitará la identificación conjunta de las prioridades de respuesta y el monitoreo regular de la respuesta; y contribuirá a mejorar la comunicación conjunta sobre la situación general, incluyendo avances y retos en la respuesta humanitaria. OCHA planea expandir aún más su abogacía para facilitar el acceso a las áreas más vulnerables y movilizar más fondos para la respuesta.

Para apoyar las capacidades operativas de los diferentes actores humanitarios y promover el respeto por los principios humanitarios, OCHA con el apoyo de otras organizaciones, ofrecerá formaciones e iniciativas de desarrollo de capacidades sobre los principios humanitarios, la coordinación humanitaria, la coordinación civil-militar, herramientas de gestión de la información, metodologías para la evaluación de necesidades, el HPC y temas transversales como AAP, PEAS y género.

Las prioridades dentro de la estrategia de OCHA Venezuela para 2021 son:
-	Mejorar el panorama conjunto de la comunidad humanitaria sobre las necesidades humanitarias, mediante el monitoreo de necesidades y evaluaciones periódicas, que facilite la priorización de las actividades humanitarias.
-	Fortalecer el sistema de monitoreo del HRP y publicar productos regulares sobre los avances y retos de la respuesta.
-	Fortalecer los foros de coordinación para alcanzar una respuesta humanitaria oportuna, efectiva y basada en los principios humanitarios.
-	Desarrollar la capacidad de los socios humanitarios para participar de manera efectiva en el HPC y proporcionar una respuesta más efectiva.
-	Fortalecer la comunicación humanitaria, para mejorar la comprensión de los principios humanitarios, los logros de la respuesta y la aceptación de las organizaciones humanitarias.
-	Fortalecer los centros de coordinación en terreno, para asegurar que cubran efectivamente su área geográfica, mejorando las capacidades de evaluación, respuesta y monitoreo y la coordinación con los socios y partes interesadas.
-	Acoger al clúster de Logistica, para fortalecer la coordinación entre los socios, el intercambio de informaciones puntuales sobre temas logísticos, apoyar la abogacía con las contrapartes institucionales, y promover soluciones conjuntas para mejorar la capacitad operacional y de respuesta.
-	Contribuir al aumento del nivel de apoyo financiero proporcionado por los donantes.
-	Mejorar el diálogo con todas las partes interesadas, incluyendo autoridades civiles y militares, para facilitar la aceptación y el acceso."
236947,"Disaster Preparedness in Niger: Humanitarian Assistance for affected populations after the 2021 rainy season Assistance humanitaire en Abris et en Biens non-alimentaires (BNA) pour les sinistrés d'inondation au Niger. Dans le cadre de HRP 2021 au travers de ce projet, l'OIM vise à apporter un appui au gouvernement du Niger dans le cadre de la réponse d'urgence aux personnes sinistrées des inondations. Ce projet propose de répondre aux besoins des ménages sinistrés à travers les requêtes qui seront exprimées par le Gouvernement au travers du Ministère de l’Action Humanitaire et de la Gestion des Catastrophes (MAH/GC). Cette réponse s’adressera uniquement aux ménages vulnérables victimes d’inondations dont les abris ou cases auront été endommagés et/ou ceux dont les Biens non-alimentaires (BNA) auront été emportés par les eaux. Le présent projet poursuit comme objectif d’atteindre 8 000 ménages soit 56 000 personnes à travers tout le Niger prioritairement dans les régions de Niamey, Dosso et Diffa. En coordination avec le MAH/GC et la Direction Générale de la Protection Civile (DGPC), l’OIM mettra à disposition 8 000 kits abris et 8 000 kits de Biens non-alimentaires qui seront distribués aux ménages sinistrés. En plus des kits, l’OIM couvrira les coûts liés à la logistique et à la distribution des kits. Ce projet ne couvrira pas une zone ou région donnée mais permettra d’intervenir là où les besoins se présentent et aussi de pouvoir compléter les activités des autres acteurs en cas de besoin en tant que prestataire de dernier recours pour la réponse humanitaire en abri d'urgence et BNA. L’OIM en tant que Co-Lead du Groupe de Travail Abri et Bien non-alimentaire (GTABNA) avec le MAH/GC s'assurera que les activités sont menées en étroite coordination avec les autres partenaires humanitaires membres du GTABNA pour la réponse en abri et Biens non-alimentaires pour les ménages sinistrés des inondations au Niger. Conformément à la logique de la stratégie du Secteur abris/BNA et en fonction de la faisabilité, les interventions pourront se faire en transferts monétaires conditionnels. Cela réduirait considérablement les coûts logistiques qui sont très élevés en période hivernale à cause du mauvais état des routes mais aussi et permettrait aussi de résoudre en partie le problème d’accès lié à l'insécurité qui souvent retarde les interventions. Enfin, la mise en œuvre du présent projet fera l’objet d’un suivi régulier de la qualité des interventions réalisées mais aussi de l’implication des bénéficiaires et autorités locales. Pour cela, les feedbacks de la communauté cible seront collectés à travers des évaluations post-distribution et des séances de discussion de groupe séparées par genre et âge avant et après l'assistance. Aussi, en tant qu’acteur humanitaire, l'OIM et ses partenaires de mise en œuvre s’assureront que ses actions n’induisent aucune tension ou problème dans la zone et n’exposent pas les bénéficiaires. A cet effet la phase d'évaluation de besoins sera réalisée de commun accord avec les populations dans les communes ciblées, les sessions d'information sur le projet seront organisées à l'attention de communauté bénéficiaires, le mecanisme de ciblage de bénéficiaires sera réalisé en etroite collabation avec les autorités au niveau local (do no harm). Une collaboration étroite faite avec les acteurs de protection pour un suivi de pret de toutes questions de protection. Le cout total du projet sera de 4.650.000 USD."
236970,"Protection Cluster:Niger HRP 2021 Contribuer à l’amélioration des conditions de vie des populations vulnérables au Niger - RRM Le mécanisme RRM est financé par ECHO (le RRM est une priorité dans le HIP 2020 et dans la version préliminaire du HIP 2021) et USAID, avec le soutien de l’UNICEF pour la fourniture de kits Abri et BNA supplémentaire. Les secteurs d'intervention RRM sont les ABNA, l'EHA, la protection et la sécurité alimentaire. Le projet proposé pour 2021 vise à répondre aux besoins urgents des populations les plus vulnérables déplacées à la suite d'un choc depuis moins de 3mois (et/ou accessibles depuis moins de 3 mois). La réponse du Consortium RRM commence par une veille humanitaire et une série d'évaluations multisectorielles (MSA) afin d'identifier les secteurs dans lesquels des intervention d'urgence sont nécessaires pour chaque site accueillant des déplacés. Un réseau de points focaux est mis en place par chaque partenaire. Une MSA (évaluation multisectorielle) ou une évaluation flash sont ensuite déclenchées dans les 24h suivant la confirmation de l'alerte, et les rapports d'évaluation sont transmis à la communauté humanitaire à travers OCHA dans les 72h pour assurer une coordination avec les partenaires et permettre leur positionnement afin couvrir des besoins complémentaires ou quand l'intervention n'est pas du ressort du RRM, le cas échéant. Si les seuils de déclenchement sont atteints, une intervention RRM est lancée, et des consultations avec les communautés et leaders communautaires prennent place pour prioriser les besoins. Le ciblage des bénéficiaires se fait sur des critères de vulnérabilité établis, en prenant en compte les ménages hôtes affectés par l'arrivée des nouveaux ménages et de manière participative pour faire en sorte de réduire les risques de tensions communautaires. Dans les 30 jours qui suivent l'intervention, une évaluation post intervention prend place pour mesure l'impact et la satisfaction des populations supportées. La stratégie protection du Consortium RRM repose sur une approche transversale qui vise à renforcer les extrants de l'intervention en termes de réduction des risques et des vulnérabilités. Cela se base sur des évaluations rapides de protection (ERP) qui ont lieu en même temps ou juste après la réalisation d’une MSA. L’objectif des ERP est d'identifier les problématiques prioritaires de protection et donc de guider la réponse.
En fonction des cas, le Consortium assurera le référencement ou/et la prise en charge des cas de protection. L’assistance de protection consiste en une assistance individuelle (API) composée d’un appui matériel ou en transfert monétaire (BNA selon les besoins de la personne, ou prise en charge de frais nécessaires pour la personne mais ne pouvant être couverts par le ménage, comme les frais médicaux, les frais de transport vers un CSI etc.) et d’un référencement vers des services de prise en charge médicale, juridique, et de santé mentale.
Les acteurs humanitaires et étatiques qui ne travaillent pas dans les secteurs de la protection verront leurs capacités renforcées, afin qu’ils puissent bien/mieux prendre en compte les aspects de protection dans leur travail avec les populations déplacées suite à un conflit ou une catastrophe naturelle.
Les interventions du Consortium se font avec une prise en compte du COVID-19 pour préserver les agents et les bénéficiaires des risques de transmission du virus. Des SOP ont été mises en place pour le Consortium afin d’harmoniser les pratiques, en ligne avec les recommandations des autorités nigériennes et de l’OMS. Des séances de sensibilisation ont lieu. En cas de besoin, les activités de groupe sont reportées et/ou adaptées pour réduire les risques. Les partenaire font aussi en sorte d’adapter leur réponse à l’évolution de la situation grâce à un suivi de la progression du COVID au Niger."
236971,"PQ21S22; PQ21S26; PQ21S33; PQ21S34 - Cash-Based Programming, Child Protection, Education, GBV Prevention, Health, Nutrition, WASH, Youth Programs Countrywide  (STATE/PRM)"
237066,"Provision of integrated sustainable livelihoods and WaSH services to the most vulnerable Internally Displaced People, refugees, host communities and returnees of Greater Upper Nile, South Sudan Provision of timely, equitable and integrated food security and livelihoods services to the conflict, epidemic and natural disaster affected populations in South Sudan South Sudan protracted crises have left 7.5 million people in dire need of humanitarian assistance in 2020 despite the signature of the Revitalized peace agreement, and continues to face conflict, natural disasters and climate instability, food insecurity, and lack of basic services. According to the latest IPC analysis for South Sudan published in December 2020, an estimated 7.7 million people are expected to experience acute food insecurity and worse (IPC 3, 4 and 5) in 2021. 
SI has started to implement its humanitarian response in South Sudan in 2006. Its long lasting presence has contributed to building a wealth of experience in Water, Sanitation and Hygiene (WASH) and Food, Security and Livelihoods (FSL). This allowed SI to pilot large-scale unconditional cash transfers, seeds distribution amongst IDPs and host communities in Western Bahr El Ghazal, Upper Nile, Jonglei and Central Equatoria states. SI aims at supporting the most vulnerable households, who are struggling to restore their livelihoods, in order to help them to improve their food security situation. Currently, SI is running five operational bases: Raja town and Wau town (Western Bahr el-Ghazal), Aburoc/Malakal (Upper Nile), Lankien (Jonglei) and Juba (Central Equatoria). For 2021, SI will focus on linking its first line response, through its EPR and static teams, with activities having longer-term impact in WASH and FSL sectors. In FSL specifically, this will mean emergency livelihood response to quickly replenish the destroyed assets. In second step SI will complement the response, wherever possible, with capacity building to allow for income generation and longer-term food preservation. SI will therefore aim at providing timely, equitable and integrated food security and livelihoods services to the conflict, epidemic and natural disaster affected populations of South Sudan."
237082,"Integrated Life-saving Assistance for disaster affected populations in Somalia (part of ECHO/-HF/BUD/2021/91021) Life-saving integrated food security and livelihoods support for Somaliland and Puntland communities   The project is responding to humanitarian needs of drought, covid 19 and locust affected community in target locations of Puntland and Somaliland through cash injection to address the immediate food needs of the people. Cash transfer programming will be used to reach households that are in IPC 3 and above. While focusing on life-saving interventions, the project will also support recovery and resilience building of the people where possible. 
Findings from FSNAU  2020 post-Gu seasonal food security and nutrition assessment conducted across Somalia during July and August 2020 indicate that Due to the combined effects of widespread and severe flooding, Desert Locust infestation, socioeconomic impacts of COVID-19 and the cumulative impacts of previous shocks, up to 2.1 million people across Somalia are expected to face food consumption gaps or depletion of assets indicative of Crisis (IPC Phase 3)1 or worse outcomes through December 2020 in the absence of humanitarian assistance. In addition, 849 900 children under the age of five are likely to be acutely malnourished through August 2021. 
Desert Locust continues to pose a serious risk of damage to both pasture and crops at least until the end of 2020. The 2020 Deyr (October-December) rainfall season is likely to be below average to average across the country, which could lead to drought and trigger a worsening of the humanitarian situation if the 2021 Gu (April-June) season rainfall is also delayed or performs poorly.

The impact of the COVID-19 pandemic on the Somalis’s economy is significant impacting on poor urban and IDP households, as well as pastoralists in northern Somalia, namely Puntland and Somaliland.  External remittance flows from the Somali diaspora constitutes 1.4-2 billion USD every year and contribute 23-32 percent of Gross Domestic Product, according to the World Bank. However, after the onset of COVID-19, money vendors report that the volume of cash transactions declined approximately 30-40 percent from March to June 2020
Improving food availability through support to agricultural production in Awdal and Nugal  and introducing it in Sool and Sanag regions of Somalia is seen as an entry point to diversify pastoral livelihoods of those two regions. This plan involves also supporting communities’ recovery and livelihoods diversification interventions through livestock support with vaccination and treatment and Improving Agricultural Production/Food Security. 

Livestock production was severely affected by the drought leading to substantially reduced herds; which is the country’s prime investment especially in rural communities. The mains reasons leading to the death were water shortages and lack of pasture.  In view of this situation the project will explore fodder production combined with campaigns on livestock treatment. These include promotion of carrying capacity for sustained production. These actions will be coupled with Cash for Work activities which will be used for communal asset development linked to crop and animal husbandry. 

In times of shock and more critical food insecurity, Oxfam will utilize cash and voucher assistance to reach to the most affected households impacted by triple threats of drought, covid or locust  to meet the immediate emergency needs of at risk communities. cash is the preferred option for Oxfam to reach to people in remote areas, it is faster, sacure and easy to cover at scale. cash and voucher assistance also helps people to have flexibility on their needs and decision, choice and have multiplier effect on the economy"
237089,"Provision of protection and humanitarian assistance to vulnerable internally displaced, returnees and host communities across Syria. Enhancement of protection of displaced persons, returnees and conflict affected host communities in Syria through integrated, community based protection activities.  The project aims to strengthen protection and resilience of Syrian IDPs, returnees and vulnerable host communities through advocacy, coordination and provision of community-based protection services. 
UNHCR Syria will continue to lead the Protection Sector/Cluster to ensure coordinated protection interventions programming for safe refugees return.
UNHCR’s protection interventions include legal counselling and assistance, protection monitoring, referrals and information sharing, social protection through livelihoods support to most vulnerable people, GBV prevention and response, child protection, psychosocial support and in-kind assistance for persons with specific needs, non-formal education, and awareness activities on various subjects targeting women, men, boys and girls. In addition to over 100 community centres providing integrated protection services, outreach to communities will be convened through over 2,800 outreach volunteers. 
Accountability to affected people will be realized through meaningful participation of communities, structured focus group discussions and enhancement of community-based complaint mechanisms. UNHCR will continue its capacity building efforts to ensure services are delivered according to the standards and that accountability to affected population and do no harm principles are respected. 
UNHCR Syria will continue to lead Protection Sector in coordination of response plans of IDPs and affected people as well it will execute leadership roles in refugee return programmes in collaboration with the Government. In North West Syria, it will lead Protection Monitoring Task Force (PMTF)."
237101,"Transferts monétaires sans conditions pendant 4 mois. Arrivées spontanées : 19,8 euros par mois. Communautés hôtes : 9,9 euros par mois."
237106,"Aide alimentaire sous forme d'espèces ou de bons (800 personnes) ; Subventions en espèces pour des activités de subsistance (800 personnes) : distributions d'outils, d'intrants et de petit bétail ; Appui à la création d'activités génératrices de revenus. Distribution de 2 000 kits mères-enfants et formations IYCF (Infant and Young Child Feeding Practices) au bénéfice de 450 mères."
237107,"Appui au développement d'activités de maraîchage domestique respectueuses de la nutrition : bons pour la fourniture d'intrants de jardinage, formations agricoles (jardinage domestique, méthodes agricoles durables, nouvelles technologies), gestion communautaire de la malnutrition aigüe. Accent particulier sur les femmes vulnérables."
237108,"Cash for work Appui au maraîchage domestique : distributions de kits de maraîchage, soutien à la création d'activités génératrices de revenus à travers la mise en place de parcelles maraîchères."
237115,"Distribution de coupons alimentaires et activités de sensibilisation à la nutrition Programme d'appui d'urgence en santé primaire et santé mentale aux populations vulnérables affectées par la crise du Bassin du Lac Tchad dans le département de Logone & Chari, région de l’'Extrême Nord du Cameroun ACF, à travers 2 cliniques mobiles, propose de poursuivre l’offre directe des soins et services de Santé/Nutrition/santé mentale et WASH in nut aux communautés frontalières vulnérabilisés par la crise du Lac Tchad (y compris les déplacés) et dans les sites de déplacés/réfugiés. Dans le même temps ACF maintiendra un appui technique et matériel minimal aux 5 aires santé qui abritent les déplacés et les populations d’accès difficile afin d’améliorer pour renforcer leurs capacités de réponses de réponse aux urgences. ACF intégrera aussi dans son intervention une composante Santé mentale et pratiques de soins, un mécanisme de référence et de contre-référence d’urgence, un système de surveillance épidémiologique et des déplacements de populations et l’approche de PB/Œdèmes par les mères.
L’objectif de l’intervention étant d’améliorer la couverture et l'accès aux soins en nutrition/santé/santé mentale, pratiques de soins et WASH in Nut des populations affectées par des chocs récurrents grâce à une intervention d'urgence au renforcement des capacités techniques des centres de santé accueillant régulièrement les personnes déplacées (IDPS et refugiés) suite à ces chocs avec la participation active des communautés bénéficiaires  
Les cibles de l'intervention sont les populations vivant dans les communautés du département de Logone et Chari frontalières du Nigéria et vulnérabilisées par chocs récurrents liés aux incidents sécuritaires. Les communautés qui accueillent les déplacés suite à ces incidents, seront également ciblées afin de répondre aux besoins urgents en Santé/Nut aussi bien pour les déplacés internes/réfugiés que les populations hôtes. Les centres de santé ciblés pour la préparation et la réponse aux urgences sont ceux qui accueillent le plus de déplacés (IDPs, Refugiés, retournés) en cas de chocs.
Au sein de ces populations déplacées et hôtes, les cibles prioritaires sont d'une part les enfants de moins de 5 ans qui de par leurs morphologies, en pleine croissance, restent une couche sensible aux maladies et aux déficits alimentaires et d'autre part les femmes enceintes et allaitantes. Une attention particulière sera également accordée aux hommes, femmes et enfants (y compris 6-18 ans) souffrant de traumatismes psychologiques suite aux différents chocs subis ou consécutifs à une violence basée sur le genre. Ainsi les bénéficiaires du projet pour les soins de santé se distinguent comme suit:
•	Les enfants de 0-59 moins pour les consultations curatives et les consultations préventives de l'enfant
•	Les enfants de 6-59 mois répondant à l'un des critères suivants : PB<115 mm, P/T< -3 Z score, œdèmes bilatéraux
•	Les mères d'enfants de moins 5 ans sensibilisées et formées au dépistage de la malnutrition
•	Les femmes enceintes et les femmes allaitantes 
•	Les hommes adultes déplacés en besoin d’assistance en santé/nutrition/SMPS 
•	Les personnels des centres de santé ciblés, les relais et leaders communautaires"
237117,"Transferts monétaires pour l'achat de produits locaux présélectionnés (riz, haricots, huile, poisson salé, farine de manioc)."
237118,Transferts monétaires et créations d'activitésAppui aux activités agricoles
237119,Transferts monétaires et créations d'activitésAppui aux activités agricoles
237121,Multi Purpose Cash Assistance au bénéfice des populations déplacées les plus vulnérables au Tigré et en région Somali
237122,Multi Purpose Cash Assistance pour répondre aux conséquences du conflit en cours au Tigré (5 000 bénéficiaires) et aux déplacements forcés en région Oromia (8 000 bénéficiaires).
237164,"Multi-Purpose Cash Assistance, Nutrition, Protection, WASH Amhara, Benishangul-Gumuz, Oromia (USAID/BHA)"
