COUNTRY,INDICATOR,TYPE_OF_TRANSFORMATION,FREQUENCY,TIME_PERIOD,OBS_VALUE
CPV,ECU_XDC,PA_RT,A,1984,0.0149325120073787
CPV,ECU_XDC,PA_RT,A,1985,0.0143182591291046
CPV,ECU_XDC,PA_RT,A,1986,0.0127165753010534
CPV,ECU_XDC,PA_RT,A,1987,0.0119547842543571
CPV,ECU_XDC,PA_RT,A,1988,0.0117206483615954
CPV,ECU_XDC,PA_RT,A,1989,0.0116328186119268
CPV,ECU_XDC,PA_RT,A,1990,0.0112170640918589
CPV,ECU_XDC,PA_RT,A,1991,0.0112888945721505
CPV,ECU_XDC,PA_RT,A,1992,0.0113371269555173
CPV,ECU_XDC,PA_RT,A,1993,0.0106065437757464
CPV,ECU_XDC,PA_RT,A,1994,0.0102741099258655
CPV,ECU_XDC,PA_RT,A,1995,0.00994681801565766
CPV,ECU_XDC,PA_RT,A,1996,0.00954896119994897
CPV,ECU_XDC,PA_RT,A,1997,0.00946364396889527
CPV,ECU_XDC,PA_RT,A,1998,0.00909600590137584
CRI,ECU_XDC,EOP_RT,A,1971,
CRI,ECU_XDC,EOP_RT,A,1979,0.0809252475531819
CRI,ECU_XDC,EOP_RT,A,1980,0.0891005760958371
CRI,ECU_XDC,EOP_RT,A,1981,0.0255330874606218
CRI,ECU_XDC,EOP_RT,A,1982,0.0256739904135431
CRI,ECU_XDC,EOP_RT,A,1983,0.027848047719068
CRI,ECU_XDC,EOP_RT,A,1984,0.0295421193073259
CRI,ECU_XDC,EOP_RT,A,1985,0.0209730531920672
CRI,ECU_XDC,EOP_RT,A,1986,0.015868028778257
CRI,ECU_XDC,EOP_RT,A,1987,0.0110790495726534
CRI,ECU_XDC,EOP_RT,A,1988,0.0107271161113775
CRI,ECU_XDC,EOP_RT,A,1989,0.00990423103797827
CRI,ECU_XDC,EOP_RT,A,1990,0.00708367230181063
CRI,ECU_XDC,EOP_RT,A,1991,0.00550686924804926
CRI,ECU_XDC,EOP_RT,A,1992,0.00600911027989492
CRI,ECU_XDC,EOP_RT,A,1993,0.00589593937740418
CRI,ECU_XDC,EOP_RT,A,1994,0.00492507234295938
CRI,ECU_XDC,EOP_RT,A,1995,0.00390403299726168
CRI,ECU_XDC,EOP_RT,A,1996,0.0036258732743099
CRI,ECU_XDC,EOP_RT,A,1997,0.00370717113207867
CRI,ECU_XDC,EOP_RT,A,1998,0.00315776890806104
CRI,ECU_XDC,PA_RT,A,1971,
CRI,ECU_XDC,PA_RT,A,1978,0.0915927531604976
CRI,ECU_XDC,PA_RT,A,1979,0.0851376490924382
CRI,ECU_XDC,PA_RT,A,1980,0.0838859923586344
CRI,ECU_XDC,PA_RT,A,1981,0.0411126281607232
CRI,ECU_XDC,PA_RT,A,1982,0.0272451850999762
CRI,ECU_XDC,PA_RT,A,1983,0.0273026018992498
CRI,ECU_XDC,PA_RT,A,1984,0.0284609058991873
CRI,ECU_XDC,PA_RT,A,1985,0.0260043376259515
CRI,ECU_XDC,PA_RT,A,1986,0.0182040302913514
CRI,ECU_XDC,PA_RT,A,1987,0.0138000293632332
CRI,ECU_XDC,PA_RT,A,1988,0.0111428111234823
CRI,ECU_XDC,PA_RT,A,1989,0.011129546776438
CRI,ECU_XDC,PA_RT,A,1990,0.00857776840311881
CRI,ECU_XDC,PA_RT,A,1991,0.00658421330330935
CRI,ECU_XDC,PA_RT,A,1992,0.00573299381781882
CRI,ECU_XDC,PA_RT,A,1993,0.00600012819473891
CRI,ECU_XDC,PA_RT,A,1994,0.00535667714508108
CRI,ECU_XDC,PA_RT,A,1995,0.00425332256717752
CRI,ECU_XDC,PA_RT,A,1996,0.0037973223317548
CRI,ECU_XDC,PA_RT,A,1997,0.00379105880132747
CRI,ECU_XDC,PA_RT,A,1998,0.00347099518625466
CSK,ECU_XDC,EOP_RT,A,1982,0.0736024297805866
CSK,ECU_XDC,EOP_RT,A,1983,0.0826114334230828
CSK,ECU_XDC,EOP_RT,A,1984,0.0823488731421374
CSK,ECU_XDC,EOP_RT,A,1985,0.0703908097758757
CSK,ECU_XDC,EOP_RT,A,1986,0.0649673292294771
CSK,ECU_XDC,EOP_RT,A,1987,0.0590172448389419
CSK,ECU_XDC,EOP_RT,A,1988,0.0595950895076528
CSK,ECU_XDC,EOP_RT,A,1989,0.058461993565673
CSK,ECU_XDC,EOP_RT,A,1990,0.0261969381018747
CSK,ECU_XDC,EOP_RT,A,1991,0.0267876353418488
CSK,ECU_XDC,EOP_RT,A,1992,0.0285755026216595
CSK,ECU_XDC,PA_RT,A,1978,0.0545198745958584
CSK,ECU_XDC,PA_RT,A,1979,0.0517284404563671
CSK,ECU_XDC,PA_RT,A,1980,0.0503962814186191
CSK,ECU_XDC,PA_RT,A,1981,0.0675281381763732
CSK,ECU_XDC,PA_RT,A,1982,0.0743228118345648
CSK,ECU_XDC,PA_RT,A,1983,0.0792217244733712
CSK,ECU_XDC,PA_RT,A,1984,0.0763211868594229
CSK,ECU_XDC,PA_RT,A,1985,0.0765464380256883
CSK,ECU_XDC,PA_RT,A,1986,0.0679899177977531
CSK,ECU_XDC,PA_RT,A,1987,0.0633000112022557
CSK,ECU_XDC,PA_RT,A,1988,0.0588079247481514
CSK,ECU_XDC,PA_RT,A,1989,0.0602560685827208
CSK,ECU_XDC,PA_RT,A,1990,0.043754880492295
CSK,ECU_XDC,PA_RT,A,1991,0.0273469984419635
CSK,ECU_XDC,PA_RT,A,1992,0.0273634199647803
CUW,ECU_XDC,EOP_RT,A,2010,
CUW,ECU_XDC,PA_RT,A,2010,
CWX,ECU_XDC,EOP_RT,A,2010,
CWX,ECU_XDC,PA_RT,A,2010,
CYM,ECU_XDC,EOP_RT,A,1972,
CYM,ECU_XDC,EOP_RT,A,1974,
CYM,ECU_XDC,EOP_RT,A,1979,0.832238574694111
CYM,ECU_XDC,EOP_RT,A,1980,0.916313989718627
CYM,ECU_XDC,EOP_RT,A,1981,1.10579137487947
CYM,ECU_XDC,EOP_RT,A,1982,1.24005869717811
CYM,ECU_XDC,EOP_RT,A,1983,1.45033212650415
CYM,ECU_XDC,EOP_RT,A,1984,1.69277020739061
CYM,ECU_XDC,EOP_RT,A,1985,1.35150895373263
CYM,ECU_XDC,EOP_RT,A,1986,1.12108071750673
CYM,ECU_XDC,EOP_RT,A,1987,0.920672702178303
CYM,ECU_XDC,EOP_RT,A,1988,1.0233709705093
CYM,ECU_XDC,EOP_RT,A,1989,1.00251027570526
CYM,ECU_XDC,EOP_RT,A,1990,0.880220641105553
CYM,ECU_XDC,EOP_RT,A,1991,0.89492490120009
CYM,ECU_XDC,EOP_RT,A,1992,0.991002394928731
CYM,ECU_XDC,EOP_RT,A,1993,1.07146155702314
CYM,ECU_XDC,EOP_RT,A,1994,0.975581932310494
CYM,ECU_XDC,EOP_RT,A,1995,0.913078889715121
CYM,ECU_XDC,EOP_RT,A,1996,0.957712990541984
CYM,ECU_XDC,EOP_RT,A,1997,1.0867541500432
CYM,ECU_XDC,EOP_RT,A,1998,1.02850207843943
CYM,ECU_XDC,PA_RT,A,1972,
CYM,ECU_XDC,PA_RT,A,1974,
CYM,ECU_XDC,PA_RT,A,1978,0.941943641167211
CYM,ECU_XDC,PA_RT,A,1979,0.875559085400811
CYM,ECU_XDC,PA_RT,A,1980,0.862686996071906
CYM,ECU_XDC,PA_RT,A,1981,1.0737016918111
CYM,ECU_XDC,PA_RT,A,1982,1.22298676068481
CYM,ECU_XDC,PA_RT,A,1983,1.34637859293932
CYM,ECU_XDC,PA_RT,A,1984,1.52093469547337
CYM,ECU_XDC,PA_RT,A,1985,1.5744134349661
CYM,ECU_XDC,PA_RT,A,1986,1.22300753337612
CYM,ECU_XDC,PA_RT,A,1987,1.03958024229561
CYM,ECU_XDC,PA_RT,A,1988,1.01361744542892
CYM,ECU_XDC,PA_RT,A,1989,1.08853023306779
CYM,ECU_XDC,PA_RT,A,1990,0.942658915961665
CYM,ECU_XDC,PA_RT,A,1991,0.967349245284557
CYM,ECU_XDC,PA_RT,A,1992,0.925352474358871
CYM,ECU_XDC,PA_RT,A,1993,1.02366196543949
CYM,ECU_XDC,PA_RT,A,1994,1.00963054682707
CYM,ECU_XDC,PA_RT,A,1995,0.917339014032069
CYM,ECU_XDC,PA_RT,A,1996,0.946399038372408
CYM,ECU_XDC,PA_RT,A,1997,1.05815319206289
CYM,ECU_XDC,PA_RT,A,1998,1.07141372477206
CYP,ECU_XDC,EOP_RT,A,1971,
CYP,ECU_XDC,EOP_RT,A,1979,2.00672723559659
CYP,ECU_XDC,EOP_RT,A,1980,2.09338729466508
CYP,ECU_XDC,EOP_RT,A,1981,2.13002211481755
CYP,ECU_XDC,EOP_RT,A,1982,2.11687506574029
CYP,ECU_XDC,EOP_RT,A,1983,2.17246797458601
CYP,ECU_XDC,EOP_RT,A,1984,2.19001269572577
CYP,ECU_XDC,EOP_RT,A,1985,2.07286856627999
CYP,ECU_XDC,EOP_RT,A,1986,1.82595291479821
CYP,ECU_XDC,EOP_RT,A,1987,1.74812030075188
CYP,ECU_XDC,EOP_RT,A,1988,1.8288418898175
CYP,ECU_XDC,EOP_RT,A,1989,1.74477861319967
CYP,ECU_XDC,EOP_RT,A,1990,1.68781632802758
CYP,ECU_XDC,EOP_RT,A,1991,1.69863524498471
CYP,ECU_XDC,EOP_RT,A,1992,1.70963745974069
CYP,ECU_XDC,EOP_RT,A,1993,1.71772458190844
CYP,ECU_XDC,EOP_RT,A,1994,1.70709895613151
CYP,ECU_XDC,EOP_RT,A,1995,1.66659057706355
CYP,ECU_XDC,EOP_RT,A,1996,1.69849719471025
CYP,ECU_XDC,EOP_RT,A,1997,1.72258900028074
CYP,ECU_XDC,EOP_RT,A,1998,1.72024855367474
CYP,ECU_XDC,PA_RT,A,1971,
CYP,ECU_XDC,PA_RT,A,1978,2.10153534221799
CYP,ECU_XDC,PA_RT,A,1979,2.05851963272734
CYP,ECU_XDC,PA_RT,A,1980,2.03625412802314
CYP,ECU_XDC,PA_RT,A,1981,2.12311942511044
CYP,ECU_XDC,PA_RT,A,1982,2.14384054392088
CYP,ECU_XDC,PA_RT,A,1983,2.13044210455209
CYP,ECU_XDC,PA_RT,A,1984,2.15409749918004
CYP,ECU_XDC,PA_RT,A,1985,2.14186758116768
CYP,ECU_XDC,PA_RT,A,1986,1.96696414672135
CYP,ECU_XDC,PA_RT,A,1987,1.80070579032146
CYP,ECU_XDC,PA_RT,A,1988,1.81017066554884
CYP,ECU_XDC,PA_RT,A,1989,1.83392479544998
CYP,ECU_XDC,PA_RT,A,1990,1.71486661138641
CYP,ECU_XDC,PA_RT,A,1991,1.7357271282296
CYP,ECU_XDC,PA_RT,A,1992,1.71532956847448
CYP,ECU_XDC,PA_RT,A,1993,1.71499671259216
CYP,ECU_XDC,PA_RT,A,1994,1.70940838736873
CYP,ECU_XDC,PA_RT,A,1995,1.68968179777576
CYP,ECU_XDC,PA_RT,A,1996,1.69127961344891
CYP,ECU_XDC,PA_RT,A,1997,1.7158890353101
CYP,ECU_XDC,PA_RT,A,1998,1.72421222125976
CZE,ECU_XDC,EOP_RT,A,1993,0.0298074130967815
CZE,ECU_XDC,EOP_RT,A,1994,0.02898433782496
CZE,ECU_XDC,EOP_RT,A,1995,0.0286029633548719
CZE,ECU_XDC,EOP_RT,A,1996,0.0291998743746653
CZE,ECU_XDC,EOP_RT,A,1997,0.0261469233126082
CZE,ECU_XDC,EOP_RT,A,1998,0.0287081439298585
CZE,ECU_XDC,PA_RT,A,1993,0.0292612459278294
CZE,ECU_XDC,PA_RT,A,1994,0.0292288687805571
CZE,ECU_XDC,PA_RT,A,1995,0.0288028228591348
CZE,ECU_XDC,PA_RT,A,1996,0.0290537900827428
CZE,ECU_XDC,PA_RT,A,1997,0.0278181339091626
CZE,ECU_XDC,PA_RT,A,1998,0.0276582692467011
DEU,ECU_XDC,EOP_RT,A,1979,0.400536743777291
DEU,ECU_XDC,EOP_RT,A,1980,0.389786593696898
DEU,ECU_XDC,EOP_RT,A,1981,0.40867887477248
DEU,ECU_XDC,EOP_RT,A,1982,0.434831943847788
DEU,ECU_XDC,EOP_RT,A,1983,0.443720269999054
DEU,ECU_XDC,EOP_RT,A,1984,0.448105526342063
DEU,ECU_XDC,EOP_RT,A,1985,0.457584592050547
DEU,ECU_XDC,EOP_RT,A,1986,0.481363455440994
DEU,ECU_XDC,EOP_RT,A,1987,0.485124364784221
DEU,ECU_XDC,EOP_RT,A,1988,0.479023608860592
DEU,ECU_XDC,EOP_RT,A,1989,0.492061425405505
DEU,ECU_XDC,EOP_RT,A,1990,0.490973404854411
DEU,ECU_XDC,EOP_RT,A,1991,0.491931245327883
DEU,ECU_XDC,EOP_RT,A,1992,0.511667921788079
DEU,ECU_XDC,EOP_RT,A,1993,0.517222417490638
DEU,ECU_XDC,EOP_RT,A,1994,0.5249106996722
DEU,ECU_XDC,EOP_RT,A,1995,0.530795975700245
DEU,ECU_XDC,EOP_RT,A,1996,0.513307799336475
DEU,ECU_XDC,EOP_RT,A,1997,0.505342802218346
DEU,ECU_XDC,EOP_RT,A,1998,0.512302233727392
DEU,ECU_XDC,PA_RT,A,1978,0.390789666970952
DEU,ECU_XDC,PA_RT,A,1979,0.398077520647135
DEU,ECU_XDC,PA_RT,A,1980,0.395508685915749
DEU,ECU_XDC,PA_RT,A,1981,0.395906119999938
DEU,ECU_XDC,PA_RT,A,1982,0.419993018053359
DEU,ECU_XDC,PA_RT,A,1983,0.439429750843959
DEU,ECU_XDC,PA_RT,A,1984,0.445350136598546
DEU,ECU_XDC,PA_RT,A,1985,0.445659240197887
DEU,ECU_XDC,PA_RT,A,1986,0.469342247421803
DEU,ECU_XDC,PA_RT,A,1987,0.481983654079588
DEU,ECU_XDC,PA_RT,A,1988,0.480962192087733
DEU,ECU_XDC,PA_RT,A,1989,0.482491912389731
DEU,ECU_XDC,PA_RT,A,1990,0.486185398439307
DEU,ECU_XDC,PA_RT,A,1991,0.485749266056177
DEU,ECU_XDC,PA_RT,A,1992,0.493787966226413
DEU,ECU_XDC,PA_RT,A,1993,0.515960489011574
DEU,ECU_XDC,PA_RT,A,1994,0.518460961266334
DEU,ECU_XDC,PA_RT,A,1995,0.533409242036828
DEU,ECU_XDC,PA_RT,A,1996,0.524107024241319
DEU,ECU_XDC,PA_RT,A,1997,0.5085134991569
DEU,ECU_XDC,PA_RT,A,1998,0.507391963836976
DJI,ECU_XDC,EOP_RT,A,1971,
DJI,ECU_XDC,EOP_RT,A,1973,
DJI,ECU_XDC,EOP_RT,A,1979,0.00390234902712591
DJI,ECU_XDC,EOP_RT,A,1980,0.00429657686515507
DJI,ECU_XDC,EOP_RT,A,1981,0.00518503230585192
DJI,ECU_XDC,EOP_RT,A,1982,0.00581460893264969
DJI,ECU_XDC,EOP_RT,A,1983,0.00680057658340715
DJI,ECU_XDC,EOP_RT,A,1984,0.00793736360320285
DJI,ECU_XDC,EOP_RT,A,1985,0.00633719682206386
DJI,ECU_XDC,EOP_RT,A,1986,0.00525672370918395
DJI,ECU_XDC,EOP_RT,A,1987,0.00431701477544154
DJI,ECU_XDC,EOP_RT,A,1988,0.0047985647776825
DJI,ECU_XDC,EOP_RT,A,1989,0.00470074942214745
DJI,ECU_XDC,EOP_RT,A,1990,0.00412733591895437
DJI,ECU_XDC,EOP_RT,A,1991,0.00419628388269856
DJI,ECU_XDC,EOP_RT,A,1992,0.0046467892132385
DJI,ECU_XDC,EOP_RT,A,1993,0.00502406051796968
DJI,ECU_XDC,EOP_RT,A,1994,0.00457448299104948
DJI,ECU_XDC,EOP_RT,A,1995,0.00428140754984668
DJI,ECU_XDC,EOP_RT,A,1996,0.00449069590205069
DJI,ECU_XDC,EOP_RT,A,1997,0.00509576716232465
DJI,ECU_XDC,EOP_RT,A,1998,0.00482262443394943
DJI,ECU_XDC,PA_RT,A,1971,
DJI,ECU_XDC,PA_RT,A,1973,
DJI,ECU_XDC,PA_RT,A,1978,0.00441675375725926
DJI,ECU_XDC,PA_RT,A,1979,0.00410547798311431
DJI,ECU_XDC,PA_RT,A,1980,0.00404512102923459
DJI,ECU_XDC,PA_RT,A,1981,0.00503456446248302
DJI,ECU_XDC,PA_RT,A,1982,0.00573455898448394
DJI,ECU_XDC,PA_RT,A,1983,0.00631314066910562
DJI,ECU_XDC,PA_RT,A,1984,0.00713163053200702
DJI,ECU_XDC,PA_RT,A,1985,0.00738239120734352
DJI,ECU_XDC,PA_RT,A,1986,0.00573465638719295
DJI,ECU_XDC,PA_RT,A,1987,0.00487456970933206
DJI,ECU_XDC,PA_RT,A,1988,0.00475283070542749
DJI,ECU_XDC,PA_RT,A,1989,0.00510409517796084
DJI,ECU_XDC,PA_RT,A,1990,0.00442010766560133
DJI,ECU_XDC,PA_RT,A,1991,0.00453588009617873
DJI,ECU_XDC,PA_RT,A,1992,0.00433895812795043
DJI,ECU_XDC,PA_RT,A,1993,0.00479992924673892
DJI,ECU_XDC,PA_RT,A,1994,0.00473413622243518
DJI,ECU_XDC,PA_RT,A,1995,0.0043013831824227
DJI,ECU_XDC,PA_RT,A,1996,0.00443764502026704
DJI,ECU_XDC,PA_RT,A,1997,0.00496165787690687
DJI,ECU_XDC,PA_RT,A,1998,0.00502383623355877
DMA,ECU_XDC,EOP_RT,A,1971,
DMA,ECU_XDC,EOP_RT,A,1972,
DMA,ECU_XDC,EOP_RT,A,1974,
DMA,ECU_XDC,EOP_RT,A,1976,
DMA,ECU_XDC,EOP_RT,A,1979,0.256862730166609
DMA,ECU_XDC,EOP_RT,A,1980,0.282811828537861
DMA,ECU_XDC,EOP_RT,A,1981,0.341292269047522
DMA,ECU_XDC,EOP_RT,A,1982,0.38273263485905
DMA,ECU_XDC,EOP_RT,A,1983,0.447631581844334
DMA,ECU_XDC,EOP_RT,A,1984,0.522457850712894
DMA,ECU_XDC,EOP_RT,A,1985,0.417130724597782
DMA,ECU_XDC,EOP_RT,A,1986,0.346011183081437
DMA,ECU_XDC,EOP_RT,A,1987,0.284157104780091
DMA,ECU_XDC,EOP_RT,A,1988,0.31585397439056
DMA,ECU_XDC,EOP_RT,A,1989,0.309415514093877
DMA,ECU_XDC,EOP_RT,A,1990,0.271671950686108
DMA,ECU_XDC,EOP_RT,A,1991,0.27621028441373
DMA,ECU_XDC,EOP_RT,A,1992,0.305863713246652
DMA,ECU_XDC,EOP_RT,A,1993,0.330696688634848
DMA,ECU_XDC,EOP_RT,A,1994,0.301104330241594
DMA,ECU_XDC,EOP_RT,A,1995,0.281813344876408
DMA,ECU_XDC,EOP_RT,A,1996,0.295589246817908
DMA,ECU_XDC,EOP_RT,A,1997,0.335416605872407
DMA,ECU_XDC,EOP_RT,A,1998,0.317437643342936
DMA,ECU_XDC,PA_RT,A,1971,
DMA,ECU_XDC,PA_RT,A,1972,
DMA,ECU_XDC,PA_RT,A,1974,
DMA,ECU_XDC,PA_RT,A,1976,
DMA,ECU_XDC,PA_RT,A,1978,0.290722183145879
DMA,ECU_XDC,PA_RT,A,1979,0.270233204680392
DMA,ECU_XDC,PA_RT,A,1980,0.266260353495038
DMA,ECU_XDC,PA_RT,A,1981,0.331388085495165
DMA,ECU_XDC,PA_RT,A,1982,0.377463539733878
DMA,ECU_XDC,PA_RT,A,1983,0.415547286242267
DMA,ECU_XDC,PA_RT,A,1984,0.469422411029192
DMA,ECU_XDC,PA_RT,A,1985,0.48592812880011
DMA,ECU_XDC,PA_RT,A,1986,0.377469951032711
DMA,ECU_XDC,PA_RT,A,1987,0.320856816041556
DMA,ECU_XDC,PA_RT,A,1988,0.312843639184918
DMA,ECU_XDC,PA_RT,A,1989,0.335964777452733
DMA,ECU_XDC,PA_RT,A,1990,0.290942946088272
DMA,ECU_XDC,PA_RT,A,1991,0.298563387619622
DMA,ECU_XDC,PA_RT,A,1992,0.285601473132399
DMA,ECU_XDC,PA_RT,A,1993,0.315943787281366
DMA,ECU_XDC,PA_RT,A,1994,0.311613119847186
DMA,ECU_XDC,PA_RT,A,1995,0.283128192801239
DMA,ECU_XDC,PA_RT,A,1996,0.292097300239585
DMA,ECU_XDC,PA_RT,A,1997,0.326589185015469
DMA,ECU_XDC,PA_RT,A,1998,0.330681925653444
DNK,ECU_XDC,EOP_RT,A,1971,
DNK,ECU_XDC,EOP_RT,A,1973,
DNK,ECU_XDC,EOP_RT,A,1979,0.129269221170385
DNK,ECU_XDC,EOP_RT,A,1980,0.126947952980743
DNK,ECU_XDC,EOP_RT,A,1981,0.125800563352097
DNK,ECU_XDC,EOP_RT,A,1982,0.123255977366733
DNK,ECU_XDC,EOP_RT,A,1983,0.122390407187818
DNK,ECU_XDC,EOP_RT,A,1984,0.125278525481777
DNK,ECU_XDC,EOP_RT,A,1985,0.125571742269374
DNK,ECU_XDC,EOP_RT,A,1986,0.127235981521264
DNK,ECU_XDC,EOP_RT,A,1987,0.125846663316041
DNK,ECU_XDC,EOP_RT,A,1988,0.12406251539926
DNK,ECU_XDC,EOP_RT,A,1989,0.126435397359586
DNK,ECU_XDC,EOP_RT,A,1990,0.126993467252855
DNK,ECU_XDC,EOP_RT,A,1991,0.126112753516035
DNK,ECU_XDC,EOP_RT,A,1992,0.132016949207251
DNK,ECU_XDC,EOP_RT,A,1993,0.131839211415886
DNK,ECU_XDC,EOP_RT,A,1994,0.133648149211294
DNK,ECU_XDC,EOP_RT,A,1995,0.137197264905572
DNK,ECU_XDC,EOP_RT,A,1996,0.13425703867581
DNK,ECU_XDC,EOP_RT,A,1997,0.132672844397231
DNK,ECU_XDC,EOP_RT,A,1998,0.134202088315341
DNK,ECU_XDC,PA_RT,A,1971,
DNK,ECU_XDC,PA_RT,A,1973,
DNK,ECU_XDC,PA_RT,A,1978,0.142339668542505
DNK,ECU_XDC,PA_RT,A,1979,0.138687593884336
DNK,ECU_XDC,PA_RT,A,1980,0.127556848009278
DNK,ECU_XDC,PA_RT,A,1981,0.125607437161626
DNK,ECU_XDC,PA_RT,A,1982,0.122311274187453
DNK,ECU_XDC,PA_RT,A,1983,0.122687664883957
DNK,ECU_XDC,PA_RT,A,1984,0.122380079337215
DNK,ECU_XDC,PA_RT,A,1985,0.123816294174786
DNK,ECU_XDC,PA_RT,A,1986,0.125963405944119
DNK,ECU_XDC,PA_RT,A,1987,0.12664814299224
DNK,ECU_XDC,PA_RT,A,1988,0.125480901548948
DNK,ECU_XDC,PA_RT,A,1989,0.124087986829642
DNK,ECU_XDC,PA_RT,A,1990,0.126935210452354
DNK,ECU_XDC,PA_RT,A,1991,0.126026170196733
DNK,ECU_XDC,PA_RT,A,1992,0.127751316094875
DNK,ECU_XDC,PA_RT,A,1993,0.131563267904352
DNK,ECU_XDC,PA_RT,A,1994,0.132277114891879
DNK,ECU_XDC,PA_RT,A,1995,0.136450569205278
DNK,ECU_XDC,PA_RT,A,1996,0.136007478261006
DNK,ECU_XDC,PA_RT,A,1997,0.133514460047273
DNK,ECU_XDC,PA_RT,A,1998,0.13324344050052
DOM,ECU_XDC,EOP_RT,A,1979,0.693529372143373
DOM,ECU_XDC,EOP_RT,A,1980,0.763591937815816
DOM,ECU_XDC,EOP_RT,A,1981,0.921489127349797
DOM,ECU_XDC,EOP_RT,A,1982,1.03337811515281
DOM,ECU_XDC,EOP_RT,A,1983,1.20860527218831
DOM,ECU_XDC,EOP_RT,A,1984,1.41063619692481
DOM,ECU_XDC,EOP_RT,A,1985,0.383079236875514
DOM,ECU_XDC,EOP_RT,A,1986,0.303656697107157
DOM,ECU_XDC,EOP_RT,A,1987,0.154682294940775
DOM,ECU_XDC,EOP_RT,A,1988,0.134511944929734
DOM,ECU_XDC,EOP_RT,A,1989,0.13177001388856
DOM,ECU_XDC,EOP_RT,A,1990,0.0646268076522018
DOM,ECU_XDC,EOP_RT,A,1991,0.0596614214333656
DOM,ECU_XDC,EOP_RT,A,1992,0.0660665620612767
DOM,ECU_XDC,EOP_RT,A,1993,0.0714304847451271
DOM,ECU_XDC,EOP_RT,A,1994,0.0631687406101246
DOM,ECU_XDC,EOP_RT,A,1995,0.0591216807433024
DOM,ECU_XDC,EOP_RT,A,1996,0.0575823208086834
DOM,ECU_XDC,EOP_RT,A,1997,0.0645952094048145
DOM,ECU_XDC,EOP_RT,A,1998,0.0555464443957179
DOM,ECU_XDC,PA_RT,A,1978,0.784949895278822
DOM,ECU_XDC,PA_RT,A,1979,0.729629653366687
DOM,ECU_XDC,PA_RT,A,1980,0.718902955155504
DOM,ECU_XDC,PA_RT,A,1981,0.894747831731692
DOM,ECU_XDC,PA_RT,A,1982,1.01915155830062
DOM,ECU_XDC,PA_RT,A,1983,1.1219776739761
DOM,ECU_XDC,PA_RT,A,1984,1.26744051030692
DOM,ECU_XDC,PA_RT,A,1985,0.421513344197486
DOM,ECU_XDC,PA_RT,A,1986,0.350913187587821
DOM,ECU_XDC,PA_RT,A,1987,0.22532323964329
DOM,ECU_XDC,PA_RT,A,1988,0.138188224566413
DOM,ECU_XDC,PA_RT,A,1989,0.143076482511416
DOM,ECU_XDC,PA_RT,A,1990,0.0921429104475308
DOM,ECU_XDC,PA_RT,A,1991,0.0641003769884067
DOM,ECU_XDC,PA_RT,A,1992,0.0616899181965982
DOM,ECU_XDC,PA_RT,A,1993,0.068243858052775
DOM,ECU_XDC,PA_RT,A,1994,0.0666854303062822
DOM,ECU_XDC,PA_RT,A,1995,0.0593975229652948
DOM,ECU_XDC,PA_RT,A,1996,0.0611539512483579
DOM,ECU_XDC,PA_RT,A,1997,0.0629584299546002
DOM,ECU_XDC,PA_RT,A,1998,0.0607246458731646
DZA,ECU_XDC,EOP_RT,A,1957,
DZA,ECU_XDC,EOP_RT,A,1960,
DZA,ECU_XDC,EOP_RT,A,1972,
DZA,ECU_XDC,EOP_RT,A,1979,0.184670315972444
DZA,ECU_XDC,EOP_RT,A,1980,0.192267893049098
DZA,ECU_XDC,EOP_RT,A,1981,0.210481755742072
DZA,ECU_XDC,EOP_RT,A,1982,0.222927001260352
DZA,ECU_XDC,EOP_RT,A,1983,0.245826354362967
DZA,ECU_XDC,EOP_RT,A,1984,0.275369667738656
DZA,ECU_XDC,EOP_RT,A,1985,0.235973214133006
DZA,ECU_XDC,EOP_RT,A,1986,0.193683050548332
DZA,ECU_XDC,EOP_RT,A,1987,0.155424950449982
DZA,ECU_XDC,EOP_RT,A,1988,0.126701986517875
DZA,ECU_XDC,EOP_RT,A,1989,0.104006509642631
DZA,ECU_XDC,EOP_RT,A,1990,0.0601694939505603
DZA,ECU_XDC,EOP_RT,A,1991,0.0348621566068031
DZA,ECU_XDC,EOP_RT,A,1992,0.0362502754776247
DZA,ECU_XDC,EOP_RT,A,1993,0.0370136823493798
DZA,ECU_XDC,EOP_RT,A,1994,0.0189539358081787
DZA,ECU_XDC,EOP_RT,A,1995,0.0145835367736713
DZA,ECU_XDC,EOP_RT,A,1996,0.0142044706306805
DZA,ECU_XDC,EOP_RT,A,1997,0.0155035845210729
DZA,ECU_XDC,EOP_RT,A,1998,0.0142011203571304
DZA,ECU_XDC,PA_RT,A,1957,
DZA,ECU_XDC,PA_RT,A,1960,
DZA,ECU_XDC,PA_RT,A,1972,
DZA,ECU_XDC,PA_RT,A,1978,0.197924782443278
DZA,ECU_XDC,PA_RT,A,1979,0.189353531936472
DZA,ECU_XDC,PA_RT,A,1980,0.18733871571589
DZA,ECU_XDC,PA_RT,A,1981,0.207318713422382
DZA,ECU_XDC,PA_RT,A,1982,0.221931406936064
DZA,ECU_XDC,PA_RT,A,1983,0.234292029963334
DZA,ECU_XDC,PA_RT,A,1984,0.254333761734726
DZA,ECU_XDC,PA_RT,A,1985,0.260950305851525
DZA,ECU_XDC,PA_RT,A,1986,0.216737608296971
DZA,ECU_XDC,PA_RT,A,1987,0.178630834971389
