iso3,year,value
CHE,1953,4.37295
CHE,1954,4.37295
CHE,1955,4.37295
CHE,1956,4.37295
CHE,1957,4.37295
CHE,1958,4.37295
CHE,1959,4.37295
CHE,1960,4.37295
CHE,1961,4.37295
CHE,1962,4.37295
CHE,1963,4.37295
CHE,1964,4.37295
CHE,1965,4.37295
CHE,1966,4.37295
CHE,1967,4.37295
CHE,1968,4.37295
CHE,1969,4.37295
CHE,1970,4.37295
CHE,1971,4.133854
CHE,1972,3.81925
CHE,1973,3.164833
CHE,1974,2.97925
CHE,1975,2.581283
CHE,1976,2.499642
CHE,1977,2.403525
CHE,1978,1.788025
CHE,1979,1.662725
CHE,1980,1.675708
CHE,1981,1.964242
CHE,1982,2.030275
CHE,1983,2.099142
CHE,1984,2.349683
CHE,1985,2.457125
CHE,1986,1.798917
CHE,1987,1.491192
CHE,1988,1.4633
CHE,1989,1.635925
CHE,1990,1.389158
CHE,1991,1.433992
CHE,1992,1.406218
CHE,1993,1.477617
CHE,1994,1.367693
CHE,1995,1.182469
CHE,1996,1.23601
CHE,1997,1.451313
CHE,1998,1.449813
CHE,1999,1.502155
CHE,2000,1.688843
CHE,2001,1.687615
CHE,2002,1.558607
CHE,2003,1.346651
CHE,2004,1.243496
CHE,2005,1.245177
CHE,2006,1.253843
CHE,2007,1.200366
CHE,2008,1.08309
CHE,2009,1.088142
CHE,2010,1.042906
CHE,2011,0.888042
CHE,2012,0.937684
CHE,2013,0.926904
CHE,2014,0.916151
CHE,2015,0.962381
CHE,2016,0.985394
CHE,2017,0.984692
CHE,2018,0.977892
CHE,2019,0.993709
CHE,2020,0.938965
CHE,2021,0.913846
CHE,2022,0.954832
CHE,2023,0.89849
CHE,2024,0.880187
CHE,2025,
CHL,1950,4.8e-05
CHL,1951,5.6e-05
CHL,1952,6.2e-05
CHL,1953,7.1e-05
CHL,1954,9.2e-05
CHL,1955,0.000162
CHL,1956,0.000336
CHL,1957,0.000521
CHL,1958,0.000705
CHL,1959,0.000944
CHL,1960,0.001049
CHL,1961,0.00105
CHL,1962,0.001058
CHL,1963,0.001622
CHL,1964,0.002307
CHL,1965,0.003157
CHL,1966,0.003851
CHL,1967,0.005068
CHL,1968,0.006876
CHL,1969,0.008618
CHL,1970,0.011278
CHL,1971,0.012209
CHL,1972,0.020835
CHL,1973,0.071642
CHL,1974,0.592826
CHL,1975,4.910417
CHL,1976,13.054167
CHL,1977,21.535833
CHL,1978,31.655833
CHL,1979,37.245833
CHL,1980,39
CHL,1981,39
CHL,1982,50.908333
CHL,1983,78.788333
CHL,1984,98.4775
CHL,1985,160.86
CHL,1986,192.93
CHL,1987,219.406667
CHL,1988,245.011667
CHL,1989,266.954167
CHL,1990,304.903333
CHL,1991,349.215833
CHL,1992,362.575833
CHL,1993,404.165833
CHL,1994,420.176667
CHL,1995,396.773333
CHL,1996,412.266667
CHL,1997,419.295
CHL,1998,460.2875
CHL,1999,508.776667
CHL,2000,539.5875
CHL,2001,634.938333
CHL,2002,688.936667
CHL,2003,691.3975
CHL,2004,609.529167
CHL,2005,559.7675
CHL,2006,530.275
CHL,2007,522.464167
CHL,2008,522.461036
CHL,2009,560.859895
CHL,2010,510.249167
CHL,2011,483.6675
CHL,2012,486.471303
CHL,2013,495.272878
CHL,2014,570.348216
CHL,2015,654.124084
CHL,2016,676.957736
CHL,2017,648.833793
CHL,2018,641.276813
CHL,2019,702.897423
CHL,2020,792.727206
CHL,2021,758.955379
CHL,2022,873.31419
CHL,2023,840.066527
CHL,2024,943.572167
CHL,2025,
CHN,1950,
CHN,1951,
CHN,1952,
CHN,1953,
CHN,1954,
CHN,1955,
CHN,1956,
CHN,1957,2.46180889882528
CHN,1958,2.46180889882528
CHN,1959,2.46180889882528
CHN,1960,2.461809
CHN,1961,2.461809
CHN,1962,2.461809
CHN,1963,2.461809
CHN,1964,2.461809
CHN,1965,2.461809
CHN,1966,2.461809
CHN,1967,2.461809
CHN,1968,2.461809
CHN,1969,2.461809
CHN,1970,2.461809
CHN,1971,2.461809
CHN,1972,2.245066
CHN,1973,1.989416
CHN,1974,1.961107
CHN,1975,1.859823
CHN,1976,1.941415
CHN,1977,1.857823
CHN,1978,2.46
CHN,1979,2.3
CHN,1980,2.4
CHN,1981,2.52
CHN,1982,2.62
CHN,1983,2.61
CHN,1984,2.8
CHN,1985,2.94
CHN,1986,3.45
CHN,1987,4.46
CHN,1988,4.86
CHN,1989,4.94
CHN,1990,5.23
CHN,1991,5.74
CHN,1992,6.37
CHN,1993,8.0213
CHN,1994,8.618743
CHN,1995,8.351417
CHN,1996,8.314175
CHN,1997,8.289817
CHN,1998,8.278958
CHN,1999,8.27825
CHN,2000,8.278504
CHN,2001,8.277068
CHN,2002,8.276957
CHN,2003,8.277037
CHN,2004,8.276801
CHN,2005,8.194317
CHN,2006,7.973438
CHN,2007,7.607532
CHN,2008,6.948655
CHN,2009,6.831416
CHN,2010,6.770269
CHN,2011,6.461461
CHN,2012,6.312333
CHN,2013,6.195758
CHN,2014,6.143434
CHN,2015,6.227489
CHN,2016,6.644478
CHN,2017,6.758755
CHN,2018,6.615957
CHN,2019,6.908385
CHN,2020,6.900767
CHN,2021,6.448975
CHN,2022,6.737158
CHN,2023,7.083998
CHN,2024,7.19749110789917
CHN,2025,
CIV,1950,174.840666544651
CIV,1951,174.980667078374
CIV,1952,174.985667097436
CIV,1953,174.980667078374
CIV,1954,174.985667097436
CIV,1955,174.985667097436
CIV,1956,174.895666754328
CIV,1957,180.821105973032
CIV,1958,210.238718125891
CIV,1959,245.213434789085
CIV,1960,245.195101
CIV,1961,245.260102
CIV,1962,245.013851
CIV,1963,245.016351
CIV,1964,245.027184
CIV,1965,245.060934
CIV,1966,245.678437
CIV,1967,246.000938
CIV,1968,247.564694
CIV,1969,259.960574
CIV,1970,276.403137
CIV,1971,275.356457
CIV,1972,252.027627
CIV,1973,222.889183
CIV,1974,240.704668
CIV,1975,214.3129
CIV,1976,238.950494
CIV,1977,245.679687
CIV,1978,225.65586
CIV,1979,212.721644
CIV,1980,211.279555
CIV,1981,271.731453
CIV,1982,328.606253
CIV,1983,381.066036
CIV,1984,436.956666
CIV,1985,449.262963
CIV,1986,346.305904
CIV,1987,300.536562
CIV,1988,297.848219
CIV,1989,319.008299
CIV,1990,272.264788
CIV,1991,282.106909
CIV,1992,264.691801
CIV,1993,283.162579
CIV,1994,555.204696
CIV,1995,499.148426
CIV,1996,511.55243
CIV,1997,583.669372
CIV,1998,589.951775
CIV,1999,615.6991
CIV,2000,710.207977
CIV,2001,732.397693
CIV,2002,693.713227
CIV,2003,579.897426
CIV,2004,527.338032
CIV,2005,527.258363
CIV,2006,522.425625
CIV,2007,478.633718
CIV,2008,446.000041
CIV,2009,470.293423
CIV,2010,494.794262
CIV,2011,471.248626
CIV,2012,510.556338
CIV,2013,493.899624
CIV,2014,493.75733
CIV,2015,591.211698
CIV,2016,592.605615
CIV,2017,580.65675
CIV,2018,555.446458
CIV,2019,585.911013
CIV,2020,575.586005
CIV,2021,554.530675
CIV,2022,623.759701
CIV,2023,606.56975
CIV,2024,606.345297609063
CIV,2025,
CMR,1950,174.840667
CMR,1951,174.980667
CMR,1952,174.985667
CMR,1953,174.980667
CMR,1954,174.985667
CMR,1955,174.985667
CMR,1956,174.895667
CMR,1957,180.821106
CMR,1958,210.238718
CMR,1959,245.213435
CMR,1960,245.195101
CMR,1961,245.260102
CMR,1962,245.013851
CMR,1963,245.016351
CMR,1964,245.027184
CMR,1965,245.060934
CMR,1966,245.678437
CMR,1967,246.000938
CMR,1968,247.564694
CMR,1969,259.960574
CMR,1970,276.403137
CMR,1971,275.356457
CMR,1972,252.027627
CMR,1973,222.889183
CMR,1974,240.704668
CMR,1975,214.3129
CMR,1976,238.950494
CMR,1977,245.679687
CMR,1978,225.65586
CMR,1979,212.721644
CMR,1980,211.279555
CMR,1981,271.731453
CMR,1982,328.606253
CMR,1983,381.066036
CMR,1984,436.956666
CMR,1985,449.262963
CMR,1986,346.305904
CMR,1987,300.536562
CMR,1988,297.848219
CMR,1989,319.008299
CMR,1990,272.264788
CMR,1991,282.106909
CMR,1992,264.691801
CMR,1993,283.16258
CMR,1994,555.204696
CMR,1995,499.148426
CMR,1996,511.55243
CMR,1997,583.669372
CMR,1998,589.951775
CMR,1999,615.473349
CMR,2000,710.207977
CMR,2001,732.397693
CMR,2002,693.713226
CMR,2003,579.897426
CMR,2004,527.338032
CMR,2005,527.258363
CMR,2006,522.425625
CMR,2007,478.633718
CMR,2008,446.000041
CMR,2009,470.293423
CMR,2010,494.794262
CMR,2011,471.248626
CMR,2012,510.556338
CMR,2013,493.899624
CMR,2014,493.75733
CMR,2015,591.211698
CMR,2016,592.605615
CMR,2017,580.65675
CMR,2018,555.446458
CMR,2019,585.911013
CMR,2020,575.586005
CMR,2021,554.530675
CMR,2022,623.759701
CMR,2023,606.56975
CMR,2024,606.345298
CMR,2025,
COD,1950,1.7e-13
COD,1951,1.7e-13
COD,1952,1.7e-13
COD,1953,1.7e-13
COD,1954,1.7e-13
COD,1955,1.7e-13
COD,1956,1.7e-13
COD,1957,1.7e-13
COD,1958,1.7e-13
COD,1959,1.7e-13
COD,1960,1.7e-13
COD,1961,1.75e-13
COD,1962,2.1e-13
COD,1963,2.525e-13
COD,1964,5.5e-13
COD,1965,5.5e-13
COD,1966,5.5e-13
COD,1967,1.15666666666667e-12
COD,1968,1.67e-12
COD,1969,1.67e-12
COD,1970,1.67e-12
COD,1971,1.67e-12
COD,1972,1.67e-12
COD,1973,1.67e-12
COD,1974,1.67e-12
COD,1975,1.67e-12
COD,1976,2.64083333333333e-12
COD,1977,2.855e-12
COD,1978,2.78666666666667e-12
COD,1979,5.76083333333333e-12
COD,1980,9.33083333333333e-12
COD,1981,1.46083333333333e-11
COD,1982,1.91625e-11
COD,1983,4.2955e-11
COD,1984,1.20404166666667e-10
COD,1985,1.662075e-10
COD,1986,1.98705833333333e-10
COD,1987,3.74595e-10
COD,1988,6.2343e-10
COD,1989,1.27120833333333e-09
COD,1990,2.39474833333333e-09
COD,1991,5.19456941666667e-08
COD,1992,2.1513626025e-06
COD,1993,2.514416814e-05
COD,1994,0.0119411916666667
COD,1995,0.0702447166666667
COD,1996,0.501849175
COD,1997,1.3134476
COD,1998,1.60665988306526
COD,1999,11
COD,2000,69
COD,2001,300
COD,2002,346.6879
COD,2003,405.3974
COD,2004,399.4757
COD,2005,473.908008
COD,2006,468.278825
COD,2007,516.7498
COD,2008,559.292508
COD,2009,809.785833
COD,2010,905.913458
COD,2011,919.4913
COD,2012,919.755017
COD,2013,919.565907
COD,2014,925.226283
COD,2015,925.984961
COD,2016,1010.302757
COD,2017,1464.417932
COD,2018,1622.523502
COD,2019,1647.760127
COD,2020,1851.122162
COD,2021,1990.2
COD,2022,2007
COD,2023,2444.2
COD,2024,
COD,2025,
COG,1950,174.840666544651
COG,1951,174.980667078374
COG,1952,174.985667097436
COG,1953,174.980667078374
COG,1954,174.985667097436
COG,1955,174.985667097436
COG,1956,174.895666754328
COG,1957,180.821105973032
COG,1958,210.238718125891
COG,1959,245.213434789085
COG,1960,245.195101
COG,1961,245.260102
COG,1962,245.013851
COG,1963,245.016351
COG,1964,245.027184
COG,1965,245.060934
COG,1966,245.678437
COG,1967,246.000938
COG,1968,247.564694
COG,1969,259.960574
COG,1970,276.403137
COG,1971,275.356457
COG,1972,252.027627
COG,1973,222.889183
COG,1974,240.704668
COG,1975,214.3129
COG,1976,238.950494
COG,1977,245.679687
COG,1978,225.65586
COG,1979,212.721644
COG,1980,211.279555
COG,1981,271.731453
COG,1982,328.606253
COG,1983,381.066036
COG,1984,436.956666
COG,1985,449.262963
COG,1986,346.305904
COG,1987,300.536562
COG,1988,297.848219
COG,1989,319.008299
COG,1990,272.264788
COG,1991,282.106909
COG,1992,264.691801
COG,1993,283.162579
COG,1994,555.204696
COG,1995,499.148426
COG,1996,511.55243
COG,1997,583.669372
COG,1998,589.951775
COG,1999,615.473349
COG,2000,710.207977
COG,2001,732.397693
COG,2002,693.713227
COG,2003,579.897426
COG,2004,527.338032
COG,2005,527.258363
COG,2006,522.425625
COG,2007,478.633718
COG,2008,446.000041
COG,2009,470.293423
COG,2010,494.794262
COG,2011,471.248626
COG,2012,510.556338
COG,2013,493.899624
COG,2014,493.75733
COG,2015,591.211698
COG,2016,592.605615
COG,2017,580.65675
COG,2018,555.446458
COG,2019,585.911013
COG,2020,575.586005
COG,2021,554.530675
COG,2022,623.759701
COG,2023,606.56975
COG,2024,606.345297609063
COG,2025,
COK,1950,
COK,1951,
COK,1952,
COK,1953,
COK,1954,
COK,1955,
COK,1956,
COK,1957,
COK,1958,
COK,1959,
COK,1960,
COK,1961,
COK,1962,
COK,1963,
COK,1964,
COK,1965,
COK,1966,
COK,1967,
COK,1968,
COK,1969,
COK,1970,
COK,1971,
COK,1972,
COK,1973,
COK,1974,
COK,1975,
COK,1976,
COK,1977,
COK,1978,
COK,1979,
COK,1980,
COK,1981,
COK,1982,
COK,1983,
COK,1984,
COK,1985,
COK,1986,
COK,1987,
COK,1988,
COK,1989,
COK,1990,
COK,1991,
COK,1992,
COK,1993,
COK,1994,
COK,1995,
COK,1996,
COK,1997,
COK,1998,
COK,1999,
COK,2000,
COK,2001,
COK,2002,
COK,2003,
COK,2004,
COK,2005,
COK,2006,
COK,2007,
COK,2008,
COK,2009,
COK,2010,
COK,2011,
COK,2012,
COK,2013,
COK,2014,
COK,2015,
COK,2016,
COK,2017,
COK,2018,
COK,2019,
COK,2020,
COK,2021,
COK,2022,
COK,2023,
COK,2024,
COK,2025,
COL,1950,1.96
COL,1951,2.4
COL,1952,2.51
COL,1953,2.51
COL,1954,2.51
COL,1955,2.51
COL,1956,2.51
COL,1957,3.7975
COL,1958,6.4
COL,1959,6.4
COL,1960,6.635
COL,1961,6.7
COL,1962,6.961667
COL,1963,9
COL,1964,9
COL,1965,10.5
COL,1966,13.5
COL,1967,14.506667
COL,1968,16.291667
COL,1969,17.321667
COL,1970,18.444167
COL,1971,19.933333
COL,1972,21.866667
COL,1973,23.571667
COL,1974,26.061667
COL,1975,30.9275
COL,1976,34.695
COL,1977,36.774167
COL,1978,39.095
COL,1979,42.548333
COL,1980,47.278333
COL,1981,54.489167
COL,1982,64.085833
COL,1983,78.8575
COL,1984,100.8175
COL,1985,142.311667
COL,1986,194.260833
COL,1987,242.606667
COL,1988,299.173333
COL,1989,382.566667
COL,1990,502.26
COL,1991,627.1525
COL,1992,680.385833
COL,1993,786.346667
COL,1994,826.54
COL,1995,912.895
COL,1996,1036.6225
COL,1997,1141.116667
COL,1998,1426.424167
COL,1999,1756.685833
COL,2000,2087.918333
COL,2001,2299.893333
COL,2002,2504.680833
COL,2003,2877.543333
COL,2004,2628.368333
COL,2005,2321.131667
COL,2006,2358.594605
COL,2007,2077.810958
COL,2008,1965.1375
COL,2009,2157.598333
COL,2010,1898.9975
COL,2011,1848.016667
COL,2012,1798.011667
COL,2013,1868.895
COL,2014,2001.105
COL,2015,2741.781667
COL,2016,3055.255
COL,2017,2951.486911
COL,2018,2955.70397
COL,2019,3281.622194
COL,2020,3693.275833
COL,2021,3744.244167
COL,2022,4256.194167
COL,2023,4325.955
COL,2024,4074.43416666667
COL,2025,
COM,1950,174.839184955009
COM,1951,174.979184302376
COM,1952,174.984184279068
COM,1953,174.979184302376
COM,1954,174.984184279068
COM,1955,174.984184279068
COM,1956,174.894184698618
COM,1957,180.819573705495
COM,1958,210.236936575218
COM,1959,245.211356864697
COM,1960,245.193024
COM,1961,245.258023
COM,1962,245.011774
COM,1963,245.014274
COM,1964,245.025108
COM,1965,245.058858
COM,1966,245.676355
COM,1967,245.998853
COM,1968,247.562596
COM,1969,259.958371
COM,1970,276.400795
COM,1971,275.354313
COM,1972,252.025492
COM,1973,222.887294
COM,1974,240.702628
COM,1975,214.311084
COM,1976,238.948469
COM,1977,245.677605
COM,1978,225.653948
COM,1979,212.719842
COM,1980,211.277765
COM,1981,271.72915
COM,1982,328.603468
COM,1983,381.062807
COM,1984,436.952963
COM,1985,449.259156
COM,1986,346.302969
COM,1987,300.534016
COM,1988,297.845695
COM,1989,319.005596
COM,1990,272.262481
COM,1991,282.104518
COM,1992,264.689558
COM,1993,283.16018
COM,1994,416.398821
COM,1995,374.357093
COM,1996,383.659992
COM,1997,437.747087
COM,1998,442.458836
COM,1999,461.7746
COM,2000,532.655983
COM,2001,549.29827
COM,2002,520.28492
COM,2003,434.92307
COM,2004,395.503524
COM,2005,395.443772
COM,2006,391.819219
COM,2007,358.975289
COM,2008,334.500031
COM,2009,352.720068
COM,2010,371.095697
COM,2011,353.436469
COM,2012,382.917254
COM,2013,370.424718
COM,2014,370.317997
COM,2015,443.408773
COM,2016,444.454211
COM,2017,435.492562
COM,2018,416.584844
COM,2019,439.46311
COM,2020,430.720912
COM,2021,415.955849
COM,2022,467.184261
COM,2023,454.991237
COM,2024,454.770816570415
COM,2025,
CPV,1950,28.75
CPV,1951,28.75
CPV,1952,28.75
CPV,1953,28.75
CPV,1954,28.75
CPV,1955,28.75
CPV,1956,28.75
CPV,1957,28.75
CPV,1958,28.75
CPV,1959,28.75
CPV,1960,28.75
CPV,1961,28.75
CPV,1962,28.75
CPV,1963,28.75
CPV,1964,28.75
CPV,1965,28.75
CPV,1966,28.75
CPV,1967,28.75
CPV,1968,28.75
CPV,1969,28.75
CPV,1970,28.75
CPV,1971,28.36017
CPV,1972,27.053417
CPV,1973,24.515167
CPV,1974,25.408167
CPV,1975,25.54325
CPV,1976,30.229083
CPV,1977,34.046492
CPV,1978,35.50075
CPV,1979,37.433
CPV,1980,40.174917
CPV,1981,48.694667
CPV,1982,58.293333
CPV,1983,71.685833
CPV,1984,84.877917
CPV,1985,91.631667
CPV,1986,80.144917
CPV,1987,72.465833
CPV,1988,72.0675
CPV,1989,77.978083
CPV,1990,70.031333
CPV,1991,71.408333
CPV,1992,68.017583
CPV,1993,80.426597
CPV,1994,81.890833
CPV,1995,76.853333
CPV,1996,82.591467
CPV,1997,93.176667
CPV,1998,98.1575
CPV,1999,102.7
CPV,2000,115.876552
CPV,2001,123.213333
CPV,2002,117.255833
CPV,2003,97.7875
CPV,2004,88.747925
CPV,2005,88.646169
CPV,2006,87.926065
CPV,2007,80.615027
CPV,2008,75.336004
CPV,2009,80.035418
CPV,2010,83.278689
CPV,2011,79.276881
CPV,2012,86.318954
CPV,2013,83.0725
CPV,2014,83.0345
CPV,2015,99.385694
CPV,2016,99.688114
CPV,2017,97.806938
CPV,2018,93.413579
CPV,2019,98.495179
CPV,2020,96.795743
CPV,2021,93.218092
CPV,2022,104.863066
CPV,2023,101.804813
CPV,2024,
CPV,2025,
CRI,1950,5.615
CRI,1951,5.615
CRI,1952,5.615
CRI,1953,5.615
CRI,1954,5.615
CRI,1955,5.615
CRI,1956,5.615
CRI,1957,5.615
CRI,1958,5.615
CRI,1959,5.615
CRI,1960,5.615
CRI,1961,5.951667
CRI,1962,6.625
CRI,1963,6.625
CRI,1964,6.625
CRI,1965,6.625
CRI,1966,6.625
CRI,1967,6.625
CRI,1968,6.625
CRI,1969,6.625
CRI,1970,6.625
CRI,1971,6.625833
CRI,1972,6.635
CRI,1973,6.646758
CRI,1974,7.93
CRI,1975,8.57
CRI,1976,8.57
CRI,1977,8.57
CRI,1978,8.57
CRI,1979,8.57
CRI,1980,8.57
CRI,1981,21.763333
CRI,1982,37.406667
CRI,1983,41.094167
CRI,1984,44.532683
CRI,1985,50.45335
CRI,1986,55.985892
CRI,1987,62.7762
CRI,1988,75.804733
CRI,1989,81.504208
CRI,1990,91.579292
CRI,1991,122.432417
CRI,1992,134.506333
CRI,1993,142.171667
CRI,1994,157.066667
CRI,1995,179.729167
CRI,1996,207.689167
CRI,1997,232.5975
CRI,1998,257.229167
CRI,1999,285.684695
CRI,2000,308.186667
CRI,2001,328.870833
CRI,2002,359.817527
CRI,2003,398.662222
CRI,2004,437.935
CRI,2005,477.786741
CRI,2006,511.301818
CRI,2007,516.61739
CRI,2008,526.235513
CRI,2009,573.287957
CRI,2010,525.829201
CRI,2011,505.66424
CRI,2012,502.901462
CRI,2013,499.766833
CRI,2014,538.3172
CRI,2015,534.56577
CRI,2016,544.739367
CRI,2017,567.51309
CRI,2018,576.972501
CRI,2019,587.294596
CRI,2020,584.900855
CRI,2021,620.78472
CRI,2022,647.135818
CRI,2023,544.050776
CRI,2024,515.109771921403
CRI,2025,
CSK,1950,
CSK,1951,
CSK,1952,
CSK,1953,
CSK,1954,
CSK,1955,
CSK,1956,
CSK,1957,
CSK,1958,
CSK,1959,
CSK,1960,
CSK,1961,
CSK,1962,
CSK,1963,
CSK,1964,
CSK,1965,
CSK,1966,
CSK,1967,
CSK,1968,
CSK,1969,
CSK,1970,
CSK,1971,
CSK,1972,
CSK,1973,
CSK,1974,
CSK,1975,
CSK,1976,
CSK,1977,
CSK,1978,
CSK,1979,
CSK,1980,
CSK,1981,
CSK,1982,
CSK,1983,
CSK,1984,
CSK,1985,
CSK,1986,
CSK,1987,
CSK,1988,
CSK,1989,
CSK,1990,
CSK,1991,
CSK,1992,
CSK,1993,
CSK,1994,
CSK,1995,
CSK,1996,
CSK,1997,
CSK,1998,
CSK,1999,
CSK,2000,
CSK,2001,
CSK,2002,
CSK,2003,
CSK,2004,
CSK,2005,
CSK,2006,
CSK,2007,
CSK,2008,
CSK,2009,
CSK,2010,
CSK,2011,
CSK,2012,
CSK,2013,
CSK,2014,
CSK,2015,
CSK,2016,
CSK,2017,
CSK,2018,
CSK,2019,
CSK,2020,
CSK,2021,
CSK,2022,
CSK,2023,
CSK,2024,
CSK,2025,
CUB,1950,
CUB,1951,
CUB,1952,
CUB,1953,
CUB,1954,
CUB,1955,
CUB,1956,
CUB,1957,0.999999999
CUB,1958,0.999999999
CUB,1959,0.999999999
CUB,1960,0.999999999
CUB,1961,0.999999999
CUB,1962,0.999999999
CUB,1963,0.999999999
CUB,1964,0.999999999
CUB,1965,0.999999999
CUB,1966,0.999999999
CUB,1967,0.999999999
CUB,1968,0.999999999
CUB,1969,0.999999999
CUB,1970,1
CUB,1971,1
CUB,1972,0.953
CUB,1973,0.829
CUB,1974,0.82
CUB,1975,0.82
CUB,1976,0.821
CUB,1977,0.83
CUB,1978,0.77
CUB,1979,0.73
CUB,1980,0.72
CUB,1981,0.83
CUB,1982,0.85
CUB,1983,0.859
CUB,1984,0.8785
CUB,1985,0.9159
CUB,1986,0.8334
CUB,1987,0.7863
CUB,1988,0.758
CUB,1989,0.7803
CUB,1990,0.752
CUB,1991,0.7327
CUB,1992,0.74
CUB,1993,0.74
CUB,1994,0.74
CUB,1995,0.7833
CUB,1996,1
CUB,1997,1
CUB,1998,1
CUB,1999,1
CUB,2000,1
CUB,2001,1
CUB,2002,1
CUB,2003,1
CUB,2004,1
CUB,2005,1
CUB,2006,1.08
CUB,2007,1.08
CUB,2008,1.08
CUB,2009,1.08
CUB,2010,1.08
CUB,2011,1
CUB,2012,1
CUB,2013,1
CUB,2014,1
CUB,2015,1
CUB,2016,1
CUB,2017,1
CUB,2018,1
CUB,2019,1
CUB,2020,1
CUB,2021,
CUB,2022,
CUB,2023,
CUB,2024,
CUB,2025,
CUW,1950,
CUW,1951,
CUW,1952,
CUW,1953,
CUW,1954,
CUW,1955,
CUW,1956,
CUW,1957,
CUW,1958,
CUW,1959,
CUW,1960,
CUW,1961,
CUW,1962,
CUW,1963,
CUW,1964,
CUW,1965,
CUW,1966,
CUW,1967,
CUW,1968,
CUW,1969,
CUW,1970,
CUW,1971,
CUW,1972,
CUW,1973,
CUW,1974,
CUW,1975,
CUW,1976,
CUW,1977,
CUW,1978,
CUW,1979,
CUW,1980,
CUW,1981,
CUW,1982,
CUW,1983,
CUW,1984,
CUW,1985,
CUW,1986,
CUW,1987,
CUW,1988,
CUW,1989,
CUW,1990,
CUW,1991,
CUW,1992,
CUW,1993,
CUW,1994,
CUW,1995,
CUW,1996,
CUW,1997,
CUW,1998,
CUW,1999,
CUW,2000,1.79
CUW,2001,1.79
CUW,2002,1.79
CUW,2003,1.79
CUW,2004,1.79
CUW,2005,1.79
CUW,2006,1.79
CUW,2007,1.79
CUW,2008,1.79
CUW,2009,1.79
CUW,2010,1.79
CUW,2011,1.79
CUW,2012,1.79
CUW,2013,1.79
CUW,2014,1.79
CUW,2015,1.79
CUW,2016,1.79
CUW,2017,1.79
CUW,2018,1.79
CUW,2019,1.79
CUW,2020,1.79
CUW,2021,1.79
CUW,2022,1.79
CUW,2023,1.79
CUW,2024,1.79
CUW,2025,
CYM,1950,0.71429
CYM,1951,0.71429
CYM,1952,0.71429
CYM,1953,0.71429
CYM,1954,0.71429
CYM,1955,0.71429
CYM,1956,0.71429
CYM,1957,0.714285714753401
CYM,1958,0.714285714795918
CYM,1959,0.714285714795918
CYM,1960,0.714286
CYM,1961,0.714286
CYM,1962,0.714286
CYM,1963,0.714286
CYM,1964,0.714286
CYM,1965,0.714286
CYM,1966,0.714286
CYM,1967,0.727467
CYM,1968,0.833333
CYM,1969,0.833333
CYM,1970,0.827844
CYM,1971,0.832759
CYM,1972,0.800497
CYM,1973,0.816342
CYM,1974,0.838826
CYM,1975,0.83333
CYM,1976,0.83333
CYM,1977,0.83333
CYM,1978,0.83333
CYM,1979,0.83333
CYM,1980,0.83333
CYM,1981,0.83333
CYM,1982,0.83333
CYM,1983,0.83333
CYM,1984,0.83333
CYM,1985,0.83333
CYM,1986,0.83333
CYM,1987,0.83333
CYM,1988,0.83333
CYM,1989,0.83333
CYM,1990,0.83333
CYM,1991,0.83333
CYM,1992,0.83333
CYM,1993,0.83333
CYM,1994,0.83333
CYM,1995,0.83333
CYM,1996,0.83333
CYM,1997,0.83333
CYM,1998,0.83333
CYM,1999,0.83333
CYM,2000,0.83333
CYM,2001,0.83333
CYM,2002,0.83333
CYM,2003,0.83333
CYM,2004,0.83333
CYM,2005,0.83333
CYM,2006,0.83333
CYM,2007,0.83333
CYM,2008,0.83333
CYM,2009,0.83333
CYM,2010,0.83333
CYM,2011,0.83333
CYM,2012,0.83333
CYM,2013,0.83333
CYM,2014,0.83333
CYM,2015,0.83333
CYM,2016,0.83333
CYM,2017,0.83333
CYM,2018,0.83333
CYM,2019,0.83333
CYM,2020,0.83333
CYM,2021,0.83333
CYM,2022,0.83333
CYM,2023,0.83333
CYM,2024,0.83333
CYM,2025,
CYP,1950,0.610215
CYP,1951,0.610215
CYP,1952,0.610215
CYP,1953,0.610215
CYP,1954,0.610215
CYP,1955,0.610215
CYP,1956,0.610215
CYP,1957,0.610215
CYP,1958,0.610215
CYP,1959,0.610215
CYP,1960,0.610215
CYP,1961,0.610215
CYP,1962,0.610215
CYP,1963,0.610215
CYP,1964,0.610215
CYP,1965,0.610215
CYP,1966,0.610215
CYP,1967,0.61869
CYP,1968,0.711918
CYP,1969,0.711918
CYP,1970,0.711918
CYP,1971,0.701775
CYP,1972,0.655372
CYP,1973,0.597926
CYP,1974,0.623114
CYP,1975,0.630315
CYP,1976,0.701374
CYP,1977,0.697317
CYP,1978,0.638184
CYP,1979,0.605603
CYP,1980,0.603225
CYP,1981,0.720057
CYP,1982,0.812245
CYP,1983,0.899819
CYP,1984,1.005317
CYP,1985,1.046608
CYP,1986,0.8853
CYP,1987,0.822002
CYP,1988,0.797283
CYP,1989,0.845117
CYP,1990,0.782676
CYP,1991,0.793523
CYP,1992,0.768099
CYP,1993,0.849867
CYP,1994,0.840958
CYP,1995,0.773006
CYP,1996,0.79674
CYP,1997,0.878046
CYP,1998,0.884758
CYP,1999,0.927681
CYP,2000,1.063449
CYP,2001,1.098814
CYP,2002,1.043375
CYP,2003,0.884104
CYP,2004,0.800652
CYP,2005,0.792912
CYP,2006,0.784104
